MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitued,StreetAddress,City,County,State,Location,Missing,Link
27143,,Churches in Tubac,,,,Tubac Historical Society and the Arizona Historical Society,31.61243,-111.04698,11 Calle Iglesia,Tubac,Santa Cruz County,Arizona,"Marker is on Calle Iglesia, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=27143
27149,,Charles Debrille Poston,1825-1902,,,Tubac Historical Society and the Arizona Historical Society,31.61202,-111.04778,,Tubac,Santa Cruz County,Arizona,"Marker is on Burruel Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27149
27152,,Baca Float Number 3,,,,Tubac Historical Society and the Arizona Historical Society,31.61137,-111.04583,,Tubac,Santa Cruz County,Arizona,,,http://www.hmdb.org/m.asp?m=27152
27206,,Stephen Tyng Mather,"July 4, 1867 — Jan. 22, 1930",,,"National Park Service, U.S. Department of the Interior",32.99492,-111.53678,1100 West Ruins Drive,Coolidge,Pinal County,Arizona,Marker can be reached from West Ruins Drive. ,,http://www.hmdb.org/m.asp?m=27206
27207,,In Honor of Mormon Battalion,,,,"Aaronic Priesthood Mesa 3rd Ward L.D.S.C. Troop 57 Boy Scouts of America, R.C.",32.91682,-111.75733,,Casa Grande,Pinal County,Arizona,"Marker is on North Pinal Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=27207
27208,,Heritage Hall,,,,,32.87958,-111.7544,110 West Florence Boulevard,Casa Grande,Pinal County,Arizona,Marker can be reached from West Florence Boulevard near North Sacaton Road. ,,http://www.hmdb.org/m.asp?m=27208
27209,,Barony of Arizola,"Home of the ""Baron of Arizona""",,1964,Arizona Development Board and Arizona Highway Department,32.85357,-111.71825,,Casa Grande,Pinal County,Arizona,"Marker is on Arizona Route 84 at milepost 181, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27209
27224,,Prescott National Bank,,,,Historic Preservtion Fund and the City of Prescott,34.54198,-112.46853,,Prescott,Yavapai County,Arizona,"Marker is at the intersection of Cortez Street and Gurley Street (Arizona Route 89), on the right when traveling north on Cortez Street. ",,http://www.hmdb.org/m.asp?m=27224
27252,,In Memory of the Students of this School who Enlisted in the Army and Navy during the World War,,,,"Bureau of Indian Affairs, U.S. Department of the Interior",33.49748,-112.06965,300 East Indian School Road,Phoenix,Maricopa County,Arizona,"Memorial can be reached from North 3rd Street, 0.1 miles north of East Indian School Road. ",,http://www.hmdb.org/m.asp?m=27252
27281,,To The Mormon Battalion,,,1937,M-Men and Gleaner Girls Of the Central Arizona District Of the Church of Jesus Christ Of Latter-Day Saints,32.21952,-110.96835,,Tucson,Pima County,Arizona,"Marker is on South 6th Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27281
27293,,Vail Sonoita Highway,,,1927,Arizona Highway Department,32.00373,-110.69002,,Vail,Pima County,Arizona,"Marker is on Arizona Route 83 at milepost 58, on the right when traveling south. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=27293
27350,,The Arizona Korean War Veterans Memorial,,,1990,,33.44837,-112.09407,1600 West Adams Street,Phoenix,Maricopa County,Arizona,"Memorial is on Adams Street, on the left. ",,http://www.hmdb.org/m.asp?m=27350
27385,344,Arizona's Pioneer Women,,,1968,Daughters of Utah Pioneers,33.44828,-112.09504,1700 West Adams Street,Phoenix,Maricopa County,Arizona,"Marker can be reached from Adams Street, 0.1 miles west of 15th Avenue. ",,http://www.hmdb.org/m.asp?m=27385
27400,,Memorial to Arizona Confederate Troops,,,1962,United Daughters of the Confederacy,33.44851,-112.09472,1700 West Adams Street,Phoenix,Maricopa County,Arizona,"Marker can be reached from Adams Street, 0.1 miles west of 15th Avenue and Adams. <font color=red> Reported permanently removed.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=27400
27550,,Mesa Pioneer Monument,,,1988,,33.41533,-111.81957,526 East Main Street,Mesa,Maricopa County,Arizona,"Marker is on East Main Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27550
27551,169,Mesa,,,1955,Daughters of Utah Pioneers,33.41587,-111.81955,526 East Main Street,Mesa,Maricopa County,Arizona,Marker can be reached from East Main Street. ,,http://www.hmdb.org/m.asp?m=27551
27552,532,Arizona's Honeymoon Trail,,,2001,Daughters of Utah Pioneers Maricopa East Company,33.41582,-111.81963,526 East Main Street,Mesa,Maricopa County,Arizona,Marker can be reached from East Main Street. ,,http://www.hmdb.org/m.asp?m=27552
27554,,Mesa Woman's Club House,,,1994,"GFWC-Scottsdale Junior Women's Club, GFWC-Arizona, and Arizona Historical Society",33.4197,-111.83425,200 North MacDonald Street,Mesa,Maricopa County,Arizona,"Marker is at the intersection of North MacDonald Street and West Second Street, on the right when traveling south on North MacDonald Street. ",,http://www.hmdb.org/m.asp?m=27554
27559,,The Niels Petersen House,Historic Site,,,Tempe Historical Society and Arizona Historical Society,33.39337,-111.96172,1414 West Southern Avenue,Tempe,Maricopa County,Arizona,"Marker can be reached from West Southern Avenue near South Priest Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27559
27560,,Farmer - Goodwin Mansion,Historic Site,,,Tempe Historical Society and Arizona Historical Society,33.42102,-111.94422,820 South Farmer Avenue,Tempe,Maricopa County,Arizona,"Marker is on South Farmer Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=27560
27584,,Site of Hayden's Ferry,1200 Feet Northeast of This Marker,,1964,Arizona Society Daughters of the American Revolution,33.42945,-111.9402,3 West 1st Street,Tempe,Maricopa County,Arizona,"Marker is on West 1st Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=27584
27585,,Hayden House,Constructed 1874,,,Tempe Leadership Class V,33.42938,-111.94025,3 West 1st Street,Tempe,Maricopa County,Arizona,"Marker is on West 1st Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=27585
27609,,Rosson House,,,,The Phoenix Historical Society and The Arizona Historical Society,33.45014,-112.06634,113 North 6th Street,Phoenix,Maricopa County,Arizona,Marker can be reached from North 6th Street near East Monroe Street. ,,http://www.hmdb.org/m.asp?m=27609
27612,,The Carriage House,Circa 1881,,,,33.45005,-112.06605,113 North 6th Street,Phoenix,Maricopa County,Arizona,Marker can be reached from North 6th Street near East Monroe Street. ,,http://www.hmdb.org/m.asp?m=27612
27613,,First Latter-day Saint Chapel in Phoenix,,,1981,"Sons of Utah Pioneers, Salt River Chapter and Historic Arts and Sites Committee of The Church of Jesus Christ of Latter-day Saints",33.45005,-112.06552,115 North 6th Street,Phoenix,Maricopa County,Arizona,Marker can be reached from North 6th Street near East Monroe Street. ,,http://www.hmdb.org/m.asp?m=27613
27614,,Hotel San Carlos,1928,,,Phoenix Historic Preservation Commission,33.45048,-112.07402,202 North Central Street,Phoenix,Maricopa County,Arizona,"Marker is at the intersection of North Central Avenue and West Monroe Street, on the right when traveling south on North Central Avenue. ",,http://www.hmdb.org/m.asp?m=27614
27626,,Father Edouard Gerard,"Founder First Catholic Church in Phoenix, 1881",Historic Site,,Diocese of Phoenix and Arizona Historical Society,33.4505,-112.06925,231 North 3rd Street,Phoenix,Maricopa County,Arizona,"Marker is on East Monroe Street near North 3rd Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27626
27628,,J. W. Walker/Central Arizona Light & Power Building,,,,City of Phoenix,33.44835,-112.07785,302 West Washington Street,Phoenix,Maricopa County,Arizona,"Marker is at the intersection of West Washington Street and North 3rd Avenue, on the right when traveling west on West Washington Street. ",,http://www.hmdb.org/m.asp?m=27628
27629,,Rehabilitation of the Carnegie Library,,,1986,State of Arizona,33.44775,-112.08697,1101 West Washington Street,Phoenix,Maricopa County,Arizona,"Marker can be reached from West Washington Street near North 11th Avenue, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=27629
27630,,The Evans House,,,,,33.4484,-112.0873,1100 West Washington Street,Phoenix,Maricopa County,Arizona,"Marker is on West Washington Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27630
27631,,"Lt. Frank Luke, Jr.",1898 – 1918,,1930,The State of Arizona,33.44812,-112.09627,,Phoenix,Maricopa County,Arizona,"Memorial is on South 17th Avenue near West Adams Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=27631
27632,,Arizona’s Liberty Bell Monument,,,,Plaque donated by Revere Copper and Brass Incorporated,33.4481,-112.09653,1740 West Adams Street,Phoenix,Maricopa County,Arizona,Marker can be reached from West Adams Street near North 17th Avenue. ,,http://www.hmdb.org/m.asp?m=27632
27671,,The Capitol,,,1969,Woodmen of the World Jurisdiction of Arizona,33.44825,-112.09682,1740 West Adams Street,Phoenix,Maricopa County,Arizona,Marker can be reached from West Adams Street. ,,http://www.hmdb.org/m.asp?m=27671
27677,,Jewish War Veterans Memorial,,,1950,Valley of the Sun Post No. 194 Jewish War Veterans of the United States,33.44837,-112.09468,,Phoenix,Maricopa County,Arizona,Marker can be reached from West Jefferson Street near North 17th Avenue. ,,http://www.hmdb.org/m.asp?m=27677
27679,,Camp Reno,,,1962,John H. Page Land Co. Fred Eldean - Bob Carlock,33.57843,-111.6836,,Fort McDowell,Maricopa County,Arizona,"Marker is on Beeline Highway (Arizona Route 87 at milepost 190) near North Fort McDowell Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27679
27680,,Grave of Dr. Carlos Montezuma,(Wassaja),1855-1923,1968,Arizona Development Board and Arizona Highway Department,33.57842,-111.68362,,Fort McDowell,Maricopa County,Arizona,"Marker is on Beeline Highway (Arizona Route 87 at milepost 190) near North Fort McDowell Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27680
27681,,Fort McDowell,,,1982,Arizona Department of Transportation Highway Division,33.57842,-111.68365,,Fort McDowell,Maricopa County,Arizona,"Marker is on Beeline Highway (Arizona Route 87) near North Fort McDowell Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27681
27855,,Pecan Lane Rural Historic Landscape,,,2002,Pecan Lane Historic District Group,34.57496,-111.85696,,Camp Verde,Yavapai County,Arizona,"Marker is on North Montezuma Castle Highway, 2 miles north of West Highway 260 & South Main Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27855
27877,,Four miles southeast at Council Rocks,Apache peace treaty with Cochise was ratified in 1872,,1962,Arizona Development Board and A.H.D.,32.05947,-110.07615,,Benson,Cochise County,Arizona,Marker can be reached from Interstate 10 at milepost 320. ,,http://www.hmdb.org/m.asp?m=27877
27878,,Mormon Battalion,LDS Church,,1960,Post 34,31.9704,-110.30563,,Benson,Cochise County,Arizona,"Marker is on 4th Street (Business U.S. 10) near Ocotillo Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27878
27880,,Mormon Battalion,LDS Church,,1960,Troop 21,31.9051,-110.22397,,St. David,Cochise County,Arizona,"Marker is at the intersection of West Patton Street (Arizona Route 80 at milepost 301) and South Church Street, on the right when traveling east on West Patton Street. ",,http://www.hmdb.org/m.asp?m=27880
27882,,Mormon Battalion,LDS Church,,1960,Post 16,31.62628,-110.17398,,Sierra Vista,Cochise County,Arizona,"Marker is on East Charleston Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=27882
27884,,Mormon Battalion Campsite,,,1960,Troop #21,31.55267,-110.13728,,Sierra Vista,Cochise County,Arizona,"Marker is on Arizona Route 90 at milepost 329, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=27884
27892,,La Casita Restaurant,465 East Fry Boulevard,Built in 1937,,La Casita and Sierra Vista Historical Society,31.55478,-110.29468,465 East Fry Boulevard,Sierra Vista,Cochise County,Arizona,Marker can be reached from East Fry Boulevard near North 4th Street. ,,http://www.hmdb.org/m.asp?m=27892
27893,,USO Club / NCO Annex / Army Service Club,Landmark Restaurant,,,Sierra Vista West Rotary Club and Sierra Vista Historical Society,31.55403,-110.30407,400 West Fry Boulevard,Sierra Vista,Cochise County,Arizona,"Marker is on West Fry Boulevard, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=27893
27894,,Carmichael House/Sierra Vista Realty,301 North Garden Avenue,Built in 1927,,Sierra Vista Realty and Sierra Vista Historical Society,31.55707,-110.30605,301 North Garden Avenue,Sierra Vista,Cochise County,Arizona,"Marker is on North Garden Avenue near Sherbundy Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=27894
27895,,Carmichael General Store/U.S. Post Office,Bill's Trading Post/G & M Stronghold Steakhouse,Daisy Mae's Steakhouse,,Sierra Vista West Rotary Club and Sierra Vista Historical Society,31.55685,-110.30645,332 North Garden Avenue,Sierra Vista,Cochise county,Arizona,"Marker is on North Garden Avenue near Sherbundy Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=27895
27897,,Fort Huachuca,-1877,,1957,The Arizona Society Daughters of the American Revolution,31.61808,-110.33575,,Huachuca City,Cochise County,Arizona,"Marker is on Arizona Route 90 at milepost 314, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=27897
27911,,In Remembrance of Our Warriors / Navajo Warrior Memorial,,,,Navajo Nation,35.68133,-109.04914,,Window Rock,Apache County,Arizona,Marker can be reached from Parking Lot BIA 100 MP 0 (Route 100 Connector Road) 0.8 miles east of Route 12 N (Arizona Highway 263). ,,http://www.hmdb.org/m.asp?m=27911
27916,,Sacred Heart Church,1881-1945,,,The Brophy Family of Arizona And Arizona Historical Society,31.71405,-110.06415,592 East Safford Street,Tombstone,Cochise County,Arizona,"Marker is on East Safford Street near North 6th Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27916
27918,,Tombstone City Hall,Opened in 1882,,2005,Tombstone Restoration Commission,31.71377,-110.06715,306 East Fremont Street,Tombstone,Cochise County,Arizona,"Marker is on East Fremont Street (State Highway 80), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=27918
27920,,St. Paul's Episcopal Church,Built on this site 1882,,,St. Paul's Episcopal Church,31.71493,-110.06747,19 North 3rd Street,Tombstone,Cochise County,Arizona,"Marker is on North 3rd Street near East Safford Street (Arizona Highway 80), on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=27920
27924,,Veterans Pioneers Settlers,,,1937,Roy Fourr Post No 24 American Legion,31.7199,-110.07048,,Tombstone,Cochise County,Arizona,Marker can be reached from Arizona Route 80 at milepost 316. ,,http://www.hmdb.org/m.asp?m=27924
27926,1,Boothill Graveyard,1878-1884,,2005,Tombstone Restoration Commission,31.71988,-110.07057,,Tombstone,Cochise County,Arizona,Marker can be reached from State Highway 80 at milepost 316. ,,http://www.hmdb.org/m.asp?m=27926
27933,,Edward Schieffelin,1847-1897,,,Arizona State Parks,31.7308,-110.10325,,Tombstone,Cochise County,Arizona,"Marker is on West Schieffelin Monument Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=27933
28045,,El Capitan Pass,,,1964,Arizona Development Board and Arizona Highway Department,33.26327,-110.77178,,Globe,Gila County,Arizona,"Marker is on Arizona Route 77 at milepost 162, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=28045
